,pair,i,dist,ln(dj)
2297,"[91, 286]",22,4.9757913943412335,1.6045844321990348
2298,"[91, 286]",23,4.563441683641819,1.5180770940264454
2299,"[91, 286]",24,4.44184646290264,1.4910701600172795
2300,"[92, 286]",0,0.16031219541866817,-1.830632143541391
2301,"[92, 286]",1,0.4569463863516279,-0.7831892114872788
2302,"[92, 286]",2,1.0374005976477862,0.036718159036583715
2303,"[92, 286]",3,1.2448694710691561,0.21903068190557629
2304,"[92, 286]",4,2.0218061232472246,0.7039912323449783
2305,"[92, 286]",5,1.9996999774967545,0.6929971580555094
2306,"[92, 286]",6,1.6643316977094496,0.5094236600996991
2307,"[92, 286]",7,2.29752040252101,0.831830455522099
2308,"[92, 286]",8,2.979546945426488,1.0917712572232392
2309,"[92, 286]",9,3.285437565987261,1.1894998442798579
2310,"[92, 286]",10,3.590167127028995,1.278198754906578
2311,"[92, 286]",11,3.7012565433915365,1.3086723683190413
2312,"[92, 286]",12,3.5105127830560496,1.2557621188461323
2313,"[92, 286]",13,3.720860115618461,1.313954855435177
2314,"[92, 286]",14,3.524556709715407,1.259754672247165
2315,"[92, 286]",15,3.588927416373858,1.2778533880472995
2316,"[92, 286]",16,3.833797073398595,1.3438557150533272
2317,"[92, 286]",17,3.818494467718925,1.3398562265352287
2318,"[92, 286]",18,4.024350879334496,1.3923636256497327
2319,"[92, 286]",19,4.212944338582985,1.4381617710850085
2320,"[92, 286]",20,4.352941534181364,1.4708518313247503
2321,"[92, 286]",21,4.892300072562875,1.587662555388317
2322,"[92, 286]",22,5.064355832679953,1.6222269494901513
2323,"[92, 286]",23,4.463765226801306,1.4959926311335412
2324,"[92, 286]",24,4.52866426223007,1.510427031163881
2325,"[93, 282]",0,0.08944271909991024,-2.4141568686520603
2326,"[93, 282]",1,0.45694638635192647,-0.7831892114866255
2327,"[93, 282]",2,0.2441311123146383,-1.410049852455563
2328,"[93, 282]",3,1.1636150566231758,0.15153158724509944
2329,"[93, 282]",4,1.0941663493273297,0.08999274849832707
2330,"[93, 282]",5,0.92590496272563,-0.07698368164874234
2331,"[93, 282]",6,0.898053450525067,-0.10752569070844976
2332,"[93, 282]",7,1.312440474840634,0.2718883619528118
2333,"[93, 282]",8,1.678868666691804,0.518120153887551
2334,"[93, 282]",9,2.072920644887248,0.7289585523964015
2335,"[93, 282]",10,2.3864827675890448,0.8698206366495794
2336,"[93, 282]",11,3.1219385003550832,1.1384541231019978
2337,"[93, 282]",12,4.0400495046473806,1.396256945523573
2338,"[93, 282]",13,3.9105114754979113,1.3636681775899149
2339,"[93, 282]",14,4.123348154109666,1.4166654920975716
2340,"[93, 282]",15,3.8143151416734806,1.3387611313666115
2341,"[93, 282]",16,3.6106093668522394,1.283876557781787
2342,"[93, 282]",17,3.6727101709771977,1.3009298557407931
2343,"[93, 282]",18,3.636069306270036,1.2909032372639444
2344,"[93, 282]",19,3.70228307939849,1.3089496778401173
2345,"[93, 282]",20,4.109513353184197,1.4133046159463623
2346,"[93, 282]",21,4.238419516753669,1.444190444270647
2347,"[93, 282]",22,4.1907517225434034,1.4328801265638023
2348,"[93, 282]",23,4.495253051831255,1.5030219626307209
2349,"[93, 282]",24,4.73629602115419,1.5552554000950605
2350,"[94, 20]",0,0.21470910553584482,-1.5384711644897395
2351,"[94, 20]",1,0.5798275605729475,-0.545024529003848
2352,"[94, 20]",2,1.0407689465005772,0.0399598115879004
2353,"[94, 20]",3,1.2397580409096773,0.21491623227829484
2354,"[94, 20]",4,1.1401754250992577,0.13118213223385056
2355,"[94, 20]",5,1.1449017425090435,0.1353188189213544
2356,"[94, 20]",6,1.606486850241833,0.4740497141943893
2357,"[94, 20]",7,1.4375326083257847,0.362928177484809
2358,"[94, 20]",8,1.034698023579901,0.03410961948864359
2359,"[94, 20]",9,1.309427355755141,0.2695899086312303
2360,"[94, 20]",10,1.4926486525634173,0.40055216103238084
2361,"[94, 20]",11,2.1333776037074164,0.7577064532200536
2362,"[94, 20]",12,2.5955538907909963,0.953799939233146
2363,"[94, 20]",13,2.86714143355357,1.0533155172343742
2364,"[94, 20]",14,2.629087294100349,0.9666367494948387
2365,"[94, 20]",15,2.7300183149567085,1.0043083179497156
2366,"[94, 20]",16,2.8332313707143273,1.0414178873739124
2367,"[94, 20]",17,2.386629422428133,0.8698820870548061
2368,"[94, 20]",18,1.7532826355155848,0.5614898225582793
2369,"[94, 20]",19,1.6530275254816003,0.5026084705342458
2370,"[94, 20]",20,1.9586219645452216,0.6722411466525928
2371,"[94, 20]",21,1.8216750533506987,0.5997564368019621
2372,"[94, 20]",22,1.4727525250360145,0.38713311592235866
2373,"[94, 20]",23,2.0408821622034763,0.7133821468368423
2374,"[94, 20]",24,1.8744865963778596,0.6283348066629885
2375,"[95, 283]",0,0.17492855684539488,-1.743377635011696
2376,"[95, 283]",1,1.140394668524992,0.13137440295337158
2377,"[95, 283]",2,1.0344563789740615,0.03387605102546865
2378,"[95, 283]",3,0.8475848040167068,-0.1653643809970463
2379,"[95, 283]",4,0.7463243262817665,-0.292595019527487
2380,"[95, 283]",5,0.8588364221432839,-0.15217680336995987
2381,"[95, 283]",6,1.5831929762349946,0.4594436788606746
2382,"[95, 283]",7,1.8799999999998818,0.6312717768417949
2383,"[95, 283]",8,2.423984323381505,0.8854126009343009
2384,"[95, 283]",9,2.381134183535126,0.8675769218744223
2385,"[95, 283]",10,3.400235285976636,1.2238446309856186
2386,"[95, 283]",11,3.8832074371582155,1.3566614712021625
2387,"[95, 283]",12,3.9972240367535727,1.3856001293851885
2388,"[95, 283]",13,4.058484938988908,1.4008097362325127
2389,"[95, 283]",14,3.7570467125123654,1.3236331999753743
2390,"[95, 283]",15,3.750333318519902,1.3218447209709279
2391,"[95, 283]",16,3.6799184773577327,1.3028905990435402
2392,"[95, 283]",17,3.7308578102093524,1.3166381831427545
2393,"[95, 283]",18,3.8063630935579,1.3366741646278681
2394,"[95, 283]",19,4.2020590190998615,1.4355746478024825
2395,"[95, 283]",20,4.117572100157973,1.4152636935800942
2396,"[95, 283]",21,4.304648650006153,1.4596955201486288
2397,"[95, 283]",22,4.695061234957353,1.546511155164598
2398,"[95, 283]",23,4.636722980726994,1.5340078625695464
2399,"[95, 283]",24,4.605062431715735,1.527156226991208
2400,"[96, 183]",0,0.536003731330258,-0.6236141564985171
2401,"[96, 183]",1,0.6664082832619524,-0.4058527583418796
2402,"[96, 183]",2,0.7905694150420085,-0.23500181462297698
2403,"[96, 183]",3,0.8994442728707528,-0.1059781809618244
2404,"[96, 183]",4,1.2389108119633663,0.2142326161685239
2405,"[96, 183]",5,1.207393887677006,0.18846422498291734
2406,"[96, 183]",6,1.0420172743289895,0.04115852124461445
2407,"[96, 183]",7,0.9664884893261165,-0.034085890051731856
2408,"[96, 183]",8,0.46097722286452597,-0.7744066453090896
2409,"[96, 183]",9,0.5671860364996469,-0.5670679223683003
2410,"[96, 183]",10,1.0022474744293701,0.0022449526364513705
2411,"[96, 183]",11,1.3843771162510783,0.3252503029191455
2412,"[96, 183]",12,1.079675877289061,0.07666088247178332
2413,"[96, 183]",13,1.0248902380255207,0.02458552200322873
2414,"[96, 183]",14,1.211032617232122,0.19147339833880941
2415,"[96, 183]",15,0.7409453421135406,-0.2998284187365294
2416,"[96, 183]",16,0.7300684899377305,-0.3146169274081855
2417,"[96, 183]",17,0.9398404119847922,-0.06204519261567023
2418,"[96, 183]",18,0.9646242791883762,-0.03601660145008
2419,"[96, 183]",19,0.721803297304799,-0.3260026186143083
2420,"[96, 183]",20,0.6545991139622493,-0.4237322704719624
2421,"[96, 183]",21,0.8505292469985049,-0.1618964797321778
2422,"[96, 183]",22,0.8658521813798036,-0.14404107623645077
2423,"[96, 183]",23,1.081896483033524,0.07871550397454592
2424,"[96, 183]",24,1.2714165328482734,0.24013165909165204
2425,"[97, 21]",0,0.5770615218502302,-0.5498063945006909
2426,"[97, 21]",1,0.5423098745182641,-0.6119177167110678
2427,"[97, 21]",2,0.9334345183247226,-0.06888446487238664
2428,"[97, 21]",3,1.2280065146407386,0.20539213479291354
2429,"[97, 21]",4,1.4856984889270175,0.3958850245825198
2430,"[97, 21]",5,2.0388722372919568,0.7123968301352392
2431,"[97, 21]",6,1.780168531347426,0.5767080403543369
2432,"[97, 21]",7,1.2909686285885889,0.25539281148295523
2433,"[97, 21]",8,1.530816775450481,0.4258014331260888
2434,"[97, 21]",9,1.7406320691058739,0.5542483053710093
2435,"[97, 21]",10,2.374384130674668,0.8647380904589315
2436,"[97, 21]",11,2.665801943130796,0.9805049290984598
2437,"[97, 21]",12,2.6305892875931294,0.9672078848147695
2438,"[97, 21]",13,2.789265136196326,1.02577816909517
2439,"[97, 21]",14,2.5397047072443115,0.932047817281649
2440,"[97, 21]",15,2.4129857024026933,0.880864861388164
2441,"[97, 21]",16,2.4033310217279396,0.8768557007952505
2442,"[97, 21]",17,1.937446773462404,0.6613710101066693
2443,"[97, 21]",18,1.5754681843820457,0.4545524880297269
2444,"[97, 21]",19,1.9969977466185638,0.6916449260497485
2445,"[97, 21]",20,2.5819372571773536,0.9485399920429687
2446,"[97, 21]",21,1.9321490625726256,0.6586328873547642
2447,"[97, 21]",22,1.7952437160454602,0.5851407876793453
2448,"[97, 21]",23,1.1049434374663825,0.09979414584634677
2449,"[97, 21]",24,0.28635642126547306,-1.2505180158591305
2450,"[98, 21]",0,0.2641968962725277,-1.3310606346066418
2451,"[98, 21]",1,0.6529931086926271,-0.42618870306517953
2452,"[98, 21]",2,1.094805918873236,0.09057710452091991
2453,"[98, 21]",3,1.5085091978506548,0.4111218769471834
2454,"[98, 21]",4,1.7194475857088949,0.5420030681393987
2455,"[98, 21]",5,2.394263978762456,0.8730758678749112
2456,"[98, 21]",6,1.5814234094637045,0.458325333544813
2457,"[98, 21]",7,1.574579308895091,0.4539881311351443
2458,"[98, 21]",8,1.382787040726209,0.324101057258479
2459,"[98, 21]",9,1.9520502042722832,0.668880207061947
2460,"[98, 21]",10,2.1999999999999544,0.7884573603642494
2461,"[98, 21]",11,2.6382759522081916,0.9701256554232454
2462,"[98, 21]",12,2.802159881234465,1.0303905059709366
2463,"[98, 21]",13,2.4667792767087153,0.9029133632197102
2464,"[98, 21]",14,2.4350770008358444,0.8899783785544257
2465,"[98, 21]",15,2.5316002844049565,0.9288516262609869
2466,"[98, 21]",16,2.461422353030782,0.900739375144449
2467,"[98, 21]",17,1.7923448328935936,0.5835247251107257
2468,"[98, 21]",18,1.764001133786519,0.5675846003205148
2469,"[98, 21]",19,2.558534736914773,0.9394347262334853
2470,"[98, 21]",20,2.4951352668744997,0.9143429429140524
2471,"[98, 21]",21,1.7539099178692736,0.5618475345178193
2472,"[98, 21]",22,1.5164761785140863,0.41638933982271903
2473,"[98, 21]",23,0.6800735254366584,-0.3855543610149958
2474,"[98, 21]",24,0.4254409477235653,-0.8546291238583618
2475,"[99, 21]",0,0.24351591323771168,-1.4125729864892562
2476,"[99, 21]",1,0.8982761268117855,-0.10727776706384867
2477,"[99, 21]",2,1.3703284277864771,0.3150504394210906
2478,"[99, 21]",3,1.792707449641488,0.5837270188127717
2479,"[99, 21]",4,2.0502195004437516,0.7179468608055667
2480,"[99, 21]",5,2.376089223913847,0.8654559529476266
2481,"[99, 21]",6,1.8700267377769364,0.6259527290407124
2482,"[99, 21]",7,1.461642911247585,0.379561084741813
2483,"[99, 21]",8,1.5153877391612254,0.41567133965570935
2484,"[99, 21]",9,1.793878479719182,0.5843800242850342
2485,"[99, 21]",10,2.1646246787838153,0.7722469878967109
2486,"[99, 21]",11,2.8151731740694146,1.0350237780189873
2487,"[99, 21]",12,2.529446579787604,0.9280005356446979
2488,"[99, 21]",13,2.377162173685328,0.8659074122540906
2489,"[99, 21]",14,2.548038461248019,0.9353238322773194
2490,"[99, 21]",15,2.5923734298898635,0.9525738382864759
2491,"[99, 21]",16,2.321120419108025,0.8420500083712811
2492,"[99, 21]",17,1.9789138435011648,0.6825481303019258
2493,"[99, 21]",18,2.3136551169092106,0.8388285757056383
2494,"[99, 21]",19,2.4662927644543706,0.9027161180743474
2495,"[99, 21]",20,2.357647132206347,0.8576641438458393
2496,"[99, 21]",21,1.4508618128547348,0.37215773356720266
2497,"[99, 21]",22,1.2111564721373915,0.19157566525588957
2498,"[99, 21]",23,0.9207062506574848,-0.08261423968402826
2499,"[99, 21]",24,0.24041630560349123,-1.425383251651632
2500,"[100, 282]",0,0.3189043743820703,-1.1428639879637148
2501,"[100, 282]",1,0.5323532661682707,-0.6304479758627332
2502,"[100, 282]",2,0.7500666637039669,-0.28759319146319046
2503,"[100, 282]",3,1.0163660757817146,0.01623359506871297
2504,"[100, 282]",4,1.2928263611174171,0.2568307992926299
2505,"[100, 282]",5,1.6970562748477784,0.5288951470739652
2506,"[100, 282]",6,1.7218594600024946,0.543404788274493
2507,"[100, 282]",7,2.299652147608383,0.8327578713268878
2508,"[100, 282]",8,2.3421357774474987,0.8510632384939723
2509,"[100, 282]",9,2.4806853891616614,0.9085348885921215
2510,"[100, 282]",10,2.5781582573612214,0.9470752902826653
2511,"[100, 282]",11,3.3533565274213464,1.2099617927056106
2512,"[100, 282]",12,4.09078232126829,1.408736228357389
2513,"[100, 282]",13,4.217416270656752,1.4392226824031573
2514,"[100, 282]",14,4.438220364064693,1.490253477190417
2515,"[100, 282]",15,4.081482573771372,1.4064602983353842
2516,"[100, 282]",16,4.036087214122106,1.3952757113069751
2517,"[100, 282]",17,4.164048510764455,1.4264878007243558
2518,"[100, 282]",18,4.012630060197478,1.3894469016872006
2519,"[100, 282]",19,3.546829570193719,1.2660541256361695
2520,"[100, 282]",20,3.3832085362861837,1.2188245303126441
2521,"[100, 282]",21,3.1256999216174783,1.1396582330273206
2522,"[100, 282]",22,3.145822626913476,1.1460754225359893
2523,"[100, 282]",23,3.3502387974589793,1.2090316261200513
2524,"[100, 282]",24,3.2304798405190787,1.1726306836372493
2525,"[101, 20]",0,0.14317821063285563,-1.943665196418244
2526,"[101, 20]",1,1.0720074626604355,0.06953302406135292
2527,"[101, 20]",2,1.6881350656862941,0.5236244081897176
2528,"[101, 20]",3,2.1470910553582683,0.7641139285042224
2529,"[101, 20]",4,2.469838051371107,0.9041525822438102
2530,"[101, 20]",5,2.166679487141644,0.7731958053582728
2531,"[101, 20]",6,2.5751310646256202,0.9459004317041313
2532,"[101, 20]",7,1.8606719216455458,0.6209376706872203
2533,"[101, 20]",8,1.450310311623116,0.3717775415519763
2534,"[101, 20]",9,1.5116216457831606,0.4131830121731258
2535,"[101, 20]",10,1.8002499826410947,0.587925534504342
2536,"[101, 20]",11,2.2047675614449984,0.7906220890316721
2537,"[101, 20]",12,2.7420065645435256,1.0086899752085645
2538,"[101, 20]",13,2.694086115921137,0.9910590432980398
2539,"[101, 20]",14,2.4161539686038633,0.8821770067687441
2540,"[101, 20]",15,2.6475082624988766,0.9736189193568744
2541,"[101, 20]",16,3.2106852851065475,1.1664843988142288
2542,"[101, 20]",17,2.9989664886425262,1.0982677255272235
2543,"[101, 20]",18,2.3213142829011666,0.8421335265274635
2544,"[101, 20]",19,1.6850222550459808,0.5217787714595254
2545,"[101, 20]",20,1.6044936896104445,0.47280824862793985
2546,"[101, 20]",21,2.0220039564748515,0.7040890773099417
2547,"[101, 20]",22,0.9551963149006144,-0.045838394286108926
2548,"[101, 20]",23,1.3551752654178124,0.30393079313885735
2549,"[101, 20]",24,1.0044899203076119,0.004479870685533983
2550,"[102, 181]",0,0.07071067811859044,-2.6491586832749277
2551,"[102, 181]",1,0.2209072203435649,-1.510012483062334
2552,"[102, 181]",2,0.8458132181517728,-0.16745672607842924
2553,"[102, 181]",3,0.9068627239003583,-0.09776419214063191
2554,"[102, 181]",4,0.5300943312279626,-0.6347003048241585
2555,"[102, 181]",5,0.3911521443121171,-0.9386586787949578
2556,"[102, 181]",6,0.36400549446390723,-1.010586316778256
2557,"[102, 181]",7,0.5946427498925206,-0.5197944741096936
2558,"[102, 181]",8,0.9330058949439485,-0.06934375988685577
2559,"[102, 181]",9,0.6425729530566153,-0.44227492304516836
2560,"[102, 181]",10,0.567538544946489,-0.5664466113225262
2561,"[102, 181]",11,0.712530701092974,-0.3389322785143498
2562,"[102, 181]",12,0.882949602185626,-0.12448715567452263
2563,"[102, 181]",13,0.8336066218546508,-0.1819936643309832
2564,"[102, 181]",14,0.8856635930194793,-0.12141809232986212
2565,"[102, 181]",15,1.3963523910533164,0.33386340160659755
2566,"[102, 181]",16,1.4436758638975502,0.3671925442881761
2567,"[102, 181]",17,1.2169634341261517,0.19635876764287016
2568,"[102, 181]",18,1.0113851887387098,0.0113208652404297
2569,"[102, 181]",19,1.0716809226630708,0.0692283715734952
2570,"[102, 181]",20,1.4276203977246666,0.35600900065498436
2571,"[102, 181]",21,1.279531164137924,0.24649373281810147
2572,"[102, 181]",22,1.6164467204334,0.48023035780929446
2573,"[102, 181]",23,1.7212204972054237,0.5430336305829219
2574,"[102, 181]",24,1.5848343762046517,0.4604799073612063
2575,"[103, 169]",0,0.1170469991071675,-2.1451797230742744
2576,"[103, 169]",1,0.3130495168501943,-1.161393900155068
2577,"[103, 169]",2,0.314006369362315,-1.1583420086862533
2578,"[103, 169]",3,0.4632493928760932,-0.7694897243926089
2579,"[103, 169]",4,0.8215229759415685,-0.19659537361646887
2580,"[103, 169]",5,0.5178802950489388,-0.6580111540673242
2581,"[103, 169]",6,0.14866068747304986,-1.9060888352301244
2582,"[103, 169]",7,0.4060788100848889,-0.9012080247084154
2583,"[103, 169]",8,0.7300684899377585,-0.3146169274081472
2584,"[103, 169]",9,0.7665507158694511,-0.26585441734123466
2585,"[103, 169]",10,0.9093404203045874,-0.09503575512717512
2586,"[103, 169]",11,0.8800568163475536,-0.12776880956274134
2587,"[103, 169]",12,0.7550496672405338,-0.28097174747226467
2588,"[103, 169]",13,0.7653757247259041,-0.26738842229450555
2589,"[103, 169]",14,0.985088828481989,-0.015023460676139324
2590,"[103, 169]",15,0.9503683496414065,-0.05090563307327007
2591,"[103, 169]",16,0.42201895692029573,-0.8627050443429954
2592,"[103, 169]",17,0.17262676501642713,-1.7566234427347727
2593,"[103, 169]",18,0.8409518416650621,-0.17322088382945092
2594,"[103, 169]",19,1.2048651376812305,0.1863676417424886
2595,"[103, 169]",20,1.1356495938447662,0.12720481659401986
2596,"[103, 169]",21,1.3829316685938986,0.324205643359252
2597,"[103, 169]",22,1.5024313628248864,0.4070847044036633
2598,"[103, 169]",23,1.4940214188559289,0.4014714231914781
2599,"[103, 169]",24,1.3862178760931017,0.32657908617180914
2600,"[104, 171]",0,0.036055512754733225,-3.3226955072547346
2601,"[104, 171]",1,0.3176476034855911,-1.1468126758105965
2602,"[104, 171]",2,0.4981967482832402,-0.6967602031058269
2603,"[104, 171]",3,0.7523961722390627,-0.28449226896976726
2604,"[104, 171]",4,0.12041594578781344,-2.1168033147787138
2605,"[104, 171]",5,0.23323807579379485,-1.4556955625601937
2606,"[104, 171]",6,0.8402380615040532,-0.17407002074438435
2607,"[104, 171]",7,0.6989277502000558,-0.358207903749945
2608,"[104, 171]",8,0.8009993757799841,-0.22189511121497518
2609,"[104, 171]",9,0.7910120100225657,-0.2344421279889579
2610,"[104, 171]",10,0.8509406559801105,-0.16141288729377715
2611,"[104, 171]",11,0.7409453421136603,-0.29982841873636784
2612,"[104, 171]",12,0.9800510190800547,-0.02015064838683904
2613,"[104, 171]",13,1.0492378186092808,0.04806401354709295
2614,"[104, 171]",14,0.8697700845627236,-0.13952637287669967
2615,"[104, 171]",15,0.3962322551233064,-0.9257547368165929
2616,"[104, 171]",16,0.7211102550927726,-0.32696323370336705
2617,"[104, 171]",17,1.0568348972284547,0.05527849528226749
2618,"[104, 171]",18,1.363414830489863,0.3099924574654005
2619,"[104, 171]",19,1.1236102527121266,0.11654694108361324
2620,"[104, 171]",20,1.1843141475131675,0.16916382856027976
2621,"[104, 171]",21,1.688075827680838,0.5235893167766908
2622,"[104, 171]",22,1.5420765220961383,0.43312989913432065
2623,"[104, 171]",23,1.3981773850265273,0.3351695206168707
2624,"[104, 171]",24,1.3240090634130146,0.280664302969494
2625,"[105, 187]",0,0.05830951894851696,-2.841989923678914
2626,"[105, 187]",1,0.4810405388321117,-0.7318037321115217
2627,"[105, 187]",2,1.0278618584226176,0.027480779036985807
2628,"[105, 187]",3,0.8692525524839554,-0.14012157167747624
2629,"[105, 187]",4,0.9093404203045874,-0.09503575512717512
2630,"[105, 187]",5,1.1162884931774226,0.11000933698347111
2631,"[105, 187]",6,0.8746427842267015,-0.1339397225779076
2632,"[105, 187]",7,0.8130190649670735,-0.20700071956527488
2633,"[105, 187]",8,0.8002499609496564,-0.22283114892984604
2634,"[105, 187]",9,0.7668767828014833,-0.265429138758153
2635,"[105, 187]",10,0.7615773105864148,-0.2723635877208046
2636,"[105, 187]",11,0.9140021881811753,-0.08992231345954507
2637,"[105, 187]",12,1.517168415173422,0.4168457127760905
2638,"[105, 187]",13,1.5344380078713276,0.42816419535076333
2639,"[105, 187]",14,1.4567429423203313,0.37620308221745613
2640,"[105, 187]",15,1.4071957930581285,0.34159892485326365
2641,"[105, 187]",16,1.3951702405082593,0.33301644403415437
2642,"[105, 187]",17,1.4013208055258657,0.33741522438693744
2643,"[105, 187]",18,1.3699999999998909,0.3148107398399539
2644,"[105, 187]",19,1.6646020545464648,0.5095860885874552
2645,"[105, 187]",20,1.8532673849177506,0.6169502352837946
2646,"[105, 187]",21,1.2812884140583336,0.2478661451592042
2647,"[105, 187]",22,0.9794896630389407,-0.02072359495701505
2648,"[105, 187]",23,0.8200609733428086,-0.19837658375310518
2649,"[105, 187]",24,0.6328506932919731,-0.4575207562366981
2650,"[106, 175]",0,0.029999999999972715,-3.5065578973208913
2651,"[106, 175]",1,0.4468780594300007,-0.8054695192803759
2652,"[106, 175]",2,0.7049113419431432,-0.3496832401868476
2653,"[106, 175]",3,0.6652818951390795,-0.4075444256827687
2654,"[106, 175]",4,0.8324061508661524,-0.18343479517454236
2655,"[106, 175]",5,0.5899999999999181,-0.5276327420825107
2656,"[106, 175]",6,0.6791170738540846,-0.38696174529347105
2657,"[106, 175]",7,0.7201388754955046,-0.32831120293885413
2658,"[106, 175]",8,1.0135580891098583,0.013467000620053874
2659,"[106, 175]",9,0.9679876032263444,-0.03253599837192003
2660,"[106, 175]",10,0.9128526715740002,-0.09118077879711432
2661,"[106, 175]",11,0.8947066558375402,-0.11125937327268724
2662,"[106, 175]",12,0.7484650960466934,-0.2897307080778984
2663,"[106, 175]",13,0.8273451516748815,-0.18953331712686586
2664,"[106, 175]",14,1.153126185636318,0.14247667644032325
2665,"[106, 175]",15,1.1629703349612597,0.15097736586921448
2666,"[106, 175]",16,1.2163058825803876,0.19581830008569875
2667,"[106, 175]",17,1.0916501271011934,0.08769042955733337
2668,"[106, 175]",18,1.4000000000000454,0.33647223662124537
2669,"[106, 175]",19,1.725862103413708,0.5457266957347461
2670,"[106, 175]",20,1.584487298781543,0.46026088420099165
2671,"[106, 175]",21,1.3386933928275653,0.29169405828365264
2672,"[106, 175]",22,1.186001686339318,0.17058772244578585
2673,"[106, 175]",23,0.6400781202321363,-0.4461650472147716
2674,"[106, 175]",24,0.4500000000000455,-0.7985076962176706
2675,"[107, 175]",0,0.3622154055253932,-1.0155162012363599
2676,"[107, 175]",1,0.27856776554364127,-1.2780939258966295
2677,"[107, 175]",2,0.6661080993353158,-0.40630331029851613
2678,"[107, 175]",3,0.841724420460636,-0.17230260992584667
2679,"[107, 175]",4,0.7203471385378669,-0.32802204630451753
2680,"[107, 175]",5,0.7021395872617101,-0.35362305246967823
2681,"[107, 175]",6,0.7632168761236934,-0.2702130467711329
2682,"[107, 175]",7,0.7912016177939659,-0.23420245394118785
2683,"[107, 175]",8,0.9871676655969459,-0.012915380017197347
2684,"[107, 175]",9,0.9823441352192491,-0.017813588821754624
2685,"[107, 175]",10,0.9688137075826844,-0.03168293781085286
2686,"[107, 175]",11,0.7879086241437798,-0.23837315505644796
2687,"[107, 175]",12,0.6791170738540311,-0.3869617452935499
2688,"[107, 175]",13,0.9415412895884753,-0.06023707673397725
2689,"[107, 175]",14,1.1624543001769565,0.15053354603091382
2690,"[107, 175]",15,1.3756816492196446,0.31894935316464923
2691,"[107, 175]",16,0.8989994438261975,-0.10647286316899797
2692,"[107, 175]",17,1.3737903770227136,0.3175736181310338
2693,"[107, 175]",18,1.7235138525698621,0.5443651444068646
2694,"[107, 175]",19,1.554380905698339,0.4410773349721513
2695,"[107, 175]",20,1.4294754282602962,0.35730754358758265
2696,"[107, 175]",21,1.2403628501370065,0.21540395788997913
2697,"[107, 175]",22,0.9588013350011027,-0.04207138405627025
2698,"[107, 175]",23,0.5108815909777814,-0.6716174358297426
2699,"[107, 175]",24,0.39000000000010004,-0.9416085398581884
2700,"[108, 175]",0,0.12041594578781344,-2.1168033147787138
2701,"[108, 175]",1,0.23323807579379485,-1.4556955625601937
2702,"[108, 175]",2,0.8402380615040532,-0.17407002074438435
2703,"[108, 175]",3,0.6989277502000558,-0.358207903749945
2704,"[108, 175]",4,0.8009993757799841,-0.22189511121497518
2705,"[108, 175]",5,0.7910120100225657,-0.2344421279889579
2706,"[108, 175]",6,0.8509406559801105,-0.16141288729377715
2707,"[108, 175]",7,0.7409453421136603,-0.29982841873636784
2708,"[108, 175]",8,0.9800510190800547,-0.02015064838683904
2709,"[108, 175]",9,1.0492378186092808,0.04806401354709295
2710,"[108, 175]",10,0.8697700845627236,-0.13952637287669967
2711,"[108, 175]",11,0.3962322551233064,-0.9257547368165929
2712,"[108, 175]",12,0.7211102550927726,-0.32696323370336705
2713,"[108, 175]",13,1.0568348972284547,0.05527849528226749
2714,"[108, 175]",14,1.363414830489863,0.3099924574654005
2715,"[108, 175]",15,1.1236102527121266,0.11654694108361324
2716,"[108, 175]",16,1.1843141475131675,0.16916382856027976
2717,"[108, 175]",17,1.688075827680838,0.5235893167766908
2718,"[108, 175]",18,1.5420765220961383,0.43312989913432065
2719,"[108, 175]",19,1.3981773850265273,0.3351695206168707
2720,"[108, 175]",20,1.3240090634130146,0.280664302969494
2721,"[108, 175]",21,1.0324727599312986,0.03195666287189815
2722,"[108, 175]",22,0.7924645102463488,-0.2326075562569808
2723,"[108, 175]",23,0.4509988913512308,-0.7962903976837422
2724,"[108, 175]",24,0.36235341864003495,-1.0151352488362346
2725,"[109, 175]",0,0.14866068747304986,-1.9060888352301244
2726,"[109, 175]",1,0.4060788100848889,-0.9012080247084154
2727,"[109, 175]",2,0.7300684899377585,-0.3146169274081472
2728,"[109, 175]",3,0.7665507158694511,-0.26585441734123466
2729,"[109, 175]",4,0.9093404203045874,-0.09503575512717512
2730,"[109, 175]",5,0.8800568163475536,-0.12776880956274134
2731,"[109, 175]",6,0.7550496672405338,-0.28097174747226467
2732,"[109, 175]",7,0.7653757247259041,-0.26738842229450555
2733,"[109, 175]",8,0.985088828481989,-0.015023460676139324
2734,"[109, 175]",9,0.9503683496414065,-0.05090563307327007
2735,"[109, 175]",10,0.42201895692029573,-0.8627050443429954
2736,"[109, 175]",11,0.17262676501642713,-1.7566234427347727
2737,"[109, 175]",12,0.8409518416650621,-0.17322088382945092
2738,"[109, 175]",13,1.2048651376812305,0.1863676417424886
2739,"[109, 175]",14,1.1356495938447662,0.12720481659401986
2740,"[109, 175]",15,1.3829316685938986,0.324205643359252
2741,"[109, 175]",16,1.5024313628248864,0.4070847044036633
2742,"[109, 175]",17,1.4940214188559289,0.4014714231914781
2743,"[109, 175]",18,1.3862178760931017,0.32657908617180914
2744,"[109, 175]",19,1.2587692401705455,0.23013445007427163
2745,"[109, 175]",20,1.1098198051936248,0.10419766448265695
2746,"[109, 175]",21,0.9108786966441603,-0.09334554465584974
